Id,Label,GeoCategory,Affilations,Main Role,All Roles,Debut Year,Debut Region,Debut at Private Studio,lat,lon
498,"齐家兴","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.60937457039886,126.16949237331528
499,"翟夫","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.48782495399523,125.80477718082584
500,"蔡振亚","Northeast","Northeast Film Studio (2) & Changchun Film Studio (9)","Director","场记 (2) & 副导演 (2) & Director (7) & Scriptwriter (1)",1950,"Northeast","False",44.570605829259264,125.77748865638534
501,"奕清浦","Northeast","Northeast Film Studio (1)","置景","置景 (1)",1950,"Northeast","False",43.94485105669828,124.61334680813086
502,"宋国毅","Xi'an","Northeast Film Studio (1) & Changchun Film Studio (5) & Xi'an Film Studio (8)","特技摄影","特技 (1) & 特技摄影 (13)",1950,"Northeast","False",34.616861562907744,109.12323658664462
503,"孙贵忠","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","道具","道具 (2)",1950,"Northeast","False",44.48476846995628,125.96406479361175
504,"王玢瑞","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","化妆","化妆 (4)",1950,"Northeast","False",42.881371857077454,126.10658249250035
505,"迈新","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1) & Beijing Film Studio (1)","化妆","化妆 (3)",1950,"Northeast","False",44.134786880848324,125.1778682046384
506,"辛玉兰","Northeast","Northeast Film Studio (1)","服装","服装 (1)",1950,"Northeast","False",44.684236189777764,124.65861556658984
507,"林杉","Northeast","Northeast Film Studio (2) & Beijing Film Studio (1) & Changchun Film Studio (7) & Moscow Film Studio (1) & 惠昌商务有限公司 (1)","Scriptwriter","Scriptwriter (10) & Director (1) & Acting (1)",1950,"Beijing / Shanghai (private) / Northeast","True",44.50120734883289,125.08455010337822
508,"胡宗温","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",42.8465756114347,126.19666409296657
509,"陆小雅","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (2)",1950,"Northeast","False",43.533754184394766,124.34221230939104
510,"常鸿","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.65630375575661,124.34700412490818
511,"阎德魁","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)",1950,"Northeast","False",44.50778882239423,125.41266489590366
512,"常苏民","Northeast","Northeast Film Studio (1) & Changchun Film Studio (2) & Emei Film Studio (1)","作曲","作曲 (3) & 编曲 (1)",1950,"Northeast","False",43.233137831720185,126.16017511133138
513,"刘文晋","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1) & August First Film Studio (1)","作曲","作曲 (3)",1950,"Northeast","False",43.49692818131495,125.46382958426858
514,"王瑞麟","Northeast","Northeast Film Studio (1)","制片主任","制片主任 (1)",1950,"Northeast","False",43.80869748547776,124.94974727047493
515,"孟建华","Northeast","Northeast Film Studio (1)","场务","场务 (1)",1950,"Northeast","False",44.06366695640841,125.25340740611858
516,"张亭","Northeast","Northeast Film Studio (1)","剧务","剧务 (1)",1950,"Northeast","False",44.075468600389776,124.6558409110432
517,"姚玉宝","Northeast","Northeast Film Studio (1) & Changchun Film Studio (7)","化妆","化妆 (8)",1950,"Northeast","False",43.413182528617774,125.3937736312457
518,"赵辉","Northeast","Northeast Film Studio (1)","道具","道具 (1)",1950,"Northeast","False",43.50703673027412,124.642149820318
519,"董晶葳","Northeast","Northeast Film Studio (2)","场记","场记 (2)",1950,"Northeast","False",43.8355783905983,126.30626676959982
520,"唐素维","Northeast","Northeast Film Studio (2)","剪接","剪接 (2)",1950,"Northeast","False",42.91332299169745,124.77467416342814
521,"吴永刚","Shanghai (state)","Northeast Film Studio (1) & Shanghai Film Studio (2) & Jiangnan Film Studio (1) & Haiyan Film Studio (2) & Hong Kong Dapeng Film Company (1) & Hong Kong Jinsheng Film Company (1) & 嘉年影业公司 (1)","Director","Director (7) & Scriptwriter (3) & 作词 (1)",1949,"Shanghai (private)","True",30.318801308855587,121.79384130224936
522,"袁文殊","Northeast","Northeast Film Studio (1)","Scriptwriter","Scriptwriter (1)",1950,"Northeast","False",42.91838363729406,125.13232202493174
523,"陈戈","Northeast","Northeast Film Studio (5) & Shanghai Film Studio (1) & Changchun Film Studio (6) & Beijing Film Studio (3) & August First Film Studio (1)","Acting","Acting (12) & Scriptwriter (3) & Director (4)",1950,"Northeast","False",43.60434402902056,124.9934565429418
524,"张禹","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.53466209099941,124.76399089557026
525,"王振起","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.32862452418678,126.26807813936026
526,"吴素琴","Beijing","Northeast Film Studio (1) & August First Film Studio (1) & Beijing Film Studio (3)","Acting","Acting (5)",1950,"Northeast","False",40.64461127230857,116.61749437155387
527,"孙立昌","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.51661085876178,125.35077046600212
528,"刘文余","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","Acting | 场记","Acting (1) & 场记 (1)",1950,"Northeast","False",43.10633111314657,126.28475199159134
529,"玉英","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.59483852689352,126.28106266480717
530,"苏菲","Beijing","Northeast Film Studio (1) & Beijing Film Studio (3) & Hong Kong Jinsheng Film Company (1)","副导演","Acting (1) & 副导演 (2) & Director (1)",1950,"Northeast","False",40.431495062561346,116.3898136040516
531,"胡志","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",42.839644982854914,125.55137302061982
532,"郭冰如","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.07536736921055,125.39754223440568
533,"肖伶","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.797225053884034,124.92978090188691
534,"黄若海","Northeast","Northeast Film Studio (4)","Acting","Acting (4)",1950,"Northeast","False",43.82114044674242,125.71013310819927
535,"钱化民","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",42.97698880851357,124.63283660279815
536,"自永绥","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.72375080843672,125.97249954871891
537,"岳中华","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.67668027518262,124.64290483997354
538,"赵粟生","Northeast","Northeast Film Studio (1)","副导演","副导演 (1)",1950,"Northeast","False",44.645759239186845,125.72190914965113
539,"张翠","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1)","副摄影","副摄影 (2) & 摄影 (1)",1950,"Northeast","False",44.00279572666266,124.49773877192085
540,"孙明珠","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","剧务","剧务 (2) & 剧务主任 (1) & 制片 (1)",1950,"Northeast","False",44.75940933332653,125.71850708368885
541,"李荣伟","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","服装","服装 (2)",1950,"Northeast","False",43.417417002396085,124.9756861800459
542,"赵景云","Northeast","Northeast Film Studio (2) & Changchun Film Studio (2)","道具","道具 (4)",1950,"Northeast","False",43.995607133443336,124.85051666473426
543,"张立棠","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","化妆","化妆 (4)",1950,"Northeast","False",44.47265303339235,124.75813114067408
544,"姚品秀","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","剪接","场记 (1) & 剪接 (2) & 剪辑 (1)",1950,"Northeast","False",42.826291510434366,125.52696021487274
545,"干学伟","Beijing / Northeast","Northeast Film Studio (2) & Studio of Beijing Film Academy (1) & Changchun Film Studio (1) & Moscow Film Studio (1) & Beijing Film Studio (2)","Director","Director (5) & 指导教师 (1) & Scriptwriter (2)",1950,"Northeast","False",0.9704626145493798,0.047878760973217416
546,"于村","Beijing / Northeast","Northeast Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (2)",1950,"Northeast","False",0.21269471820375463,0.48289607646409505
547,"白大方","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.76870745749381,124.4941930861212
548,"恩和森","Northeast","Northeast Film Studio (3) & Shanghai Film Studio (1) & Changchun Film Studio (5) & Inner Mongolia Film Studio (1) & Xi'an Film Studio (1)","Acting","Acting (9)",1950,"Northeast","False",43.316319068496384,125.32542156581464
549,"广布道尔基","Northeast","Northeast Film Studio (2) & Changchun Film Studio (5)","Director","Acting (2) & 助理导演 (1) & Director (4) & Scriptwriter (2) & 副导演 (1)",1950,"Northeast","False",43.12386472969197,125.06010155433047
550,"孙喜","Shanghai (state) / Northeast","Northeast Film Studio (1) & Shanghai Film Studio (1)","Acting","Acting (2)",1950,"Northeast","False",-0.7957152265349172,-0.8587558942492965
551,"长锁","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.73690453644212,125.49738248635202
552,"包喇嘛","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.366031970389365,126.13647593518198
553,"苏宁","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.191417522394254,124.91335522565183
554,"莫奴","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.3141879367927,125.06846134659922
555,"宝音巴图","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",42.87415475957216,126.06839587339255
556,"甘吐木耳","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.42073831642647,124.53709815529962
557,"王宝成","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.38772087944862,124.57800422439996
558,"朱岚","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.7204700290973,125.11726833847653
559,"莫尔恨","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.82323910662084,124.9402510263605
560,"文浩","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.248981373749736,126.21384596170533
561,"王澍","Northeast","Northeast Film Studio (2) & Beijing Film Studio (2) & Changchun Film Studio (1)","Acting","Acting (5)",1950,"Northeast","False",43.33738536840011,124.70653762407679
562,"侯健夫","Northeast","Northeast Film Studio (2) & Beijing Film Studio (5) & Changchun Film Studio (11)","Acting","Acting (18)",1950,"Beijing","False",44.49238228042803,124.8883034261877
563,"特木其勒","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.433266319236246,125.39680360579118
564,"宝音和什格","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.79013695790161,125.80919061645295
565,"莫依根","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.36219486849446,124.60602021281743
566,"桑都楞","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.51532838594418,125.03211427454522
567,"那苏","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.14349422070256,126.157011404462
568,"甘珠尔扎布","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.71795273117846,124.7542979161302
569,"吉木森格瓦","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.842040032383856,126.12534736881734
570,"乌尔沙娜","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",42.840679707073626,126.19075631327314
571,"杜榆","Northeast","Northeast Film Studio (2)","摄影","摄影 (2)",1950,"Northeast","False",43.948328211243,126.09525771133187
572,"李恩杰","Beijing","Northeast Film Studio (2) & Beijing Film Studio (7) & Changchun Film Studio (1) & Xinjiang Film Studio (1) & Wenhua Film Company (1)","Director","美工设计 (1) & Director (9) & 布景设计 (2) & 布景 (1)",1949,"Shanghai (private)","True",40.19104274815652,116.36737147795107
573,"徐辉才","Shanghai (state) / Northeast","Northeast Film Studio (1) & Shanghai Film Studio (2) & Changchun Film Studio (1)","作曲","作曲 (4)",1950,"Northeast","False",-0.8425655867231927,-0.22238434693176568
574,"布赫","Northeast","Northeast Film Studio (1)","顾问","顾问 (1)",1950,"Northeast","False",43.19725187746837,125.08270942808615
575,"郑光泽","Northeast","Northeast Film Studio (2)","副摄影 | 摄影助理","摄影助理 (1) & 副摄影 (1)",1950,"Northeast","False",44.701308523992694,124.36804708080197
576,"朱文顺","Northeast","Northeast Film Studio (5) & Changchun Film Studio (10) & Lanzhou Film Studio (1) & Inner Mongolia Film Studio (1)","Director","剧务主任 (2) & 副导演 (3) & Director (10)",1950,"Northeast","False",43.05574906631293,125.32627160544226
577,"李载善","Northeast","Northeast Film Studio (2)","特技","特技 (2)",1950,"Northeast","False",43.933426470575995,126.18312153616533
578,"张振瀛","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","服装 | 助理导演","服装 (1) & 助理导演 (1)",1950,"Northeast","False",44.61325497813142,126.00002669492645
579,"解宝琴","Northeast","Northeast Film Studio (1)","化妆","化妆 (1)",1950,"Northeast","False",44.01589959252114,126.01738543604763
580,"胡殿国","Northeast","Northeast Film Studio (1) & Changchun Film Studio (4) & Hong Kong Fanhua Film Company (1)","制片 | 剧务主任","剧务 (1) & 剧务主任 (2) & 制片 (2)",1950,"Northeast","False",44.73638355841723,125.47052182079845
581,"简超","Northeast","Northeast Film Studio (1)","剪接","剪接 (1)",1950,"Northeast","False",42.95671927378939,125.35770107083037
582,"于莹","Northeast","Northeast Film Studio (3) & Xi'an Film Studio (2)","剪接","剪接 (4) & 剪辑 (1)",1950,"Northeast","False",43.78152966215679,125.1630267862229
583,"水华","Beijing","Northeast Film Studio (2) & Beijing Film Studio (3)","Director","Director (5) & Scriptwriter (3)",1950,"Northeast","False",39.60909372594372,116.70495742609876
584,"杨润身","Northeast","Northeast Film Studio (1) & Beijing Film Studio (1) & Changchun Film Studio (1)","Scriptwriter","Scriptwriter (3)",1950,"Northeast","False",44.608661848924115,125.69501527764118
585,"赵路","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.33381092404334,124.99272303122103
586,"田华","Beijing","Northeast Film Studio (1) & Changchun Film Studio (2) & Beijing Film Studio (1) & August First Film Studio (5) & Haiyan Film Studio (1)","Acting","Acting (9)",1950,"Northeast","False",40.389082272625494,116.96164296698663
587,"李百万","Beijing","Northeast Film Studio (3) & Beijing Film Studio (5) & August First Film Studio (1)","Acting","Acting (9)",1950,"Beijing / Northeast","False",40.81644099708949,117.14461321873856
588,"李壬林","Beijing","Northeast Film Studio (2) & Changchun Film Studio (1) & Beijing Film Studio (3) & August First Film Studio (2)","Acting","Acting (8)",1950,"Northeast","False",40.414342257723014,117.14753408002933
